Fichero pcap;SIDs;RSx;TP;TP_LEGITIMO
T0888-Discovery.pcapng;29456;4;1;1
T0888-Discovery.pcapng;384;4;1;1
T0888-Discovery.pcapng;408;4;1;1
T0888-Discovery.pcapng;50447;4;1;1
T0888-Discovery.pcapng;402;4;0;1
T0888-Discovery.pcapng;31767;4;1;1
T0888-Discovery.pcapng;368;4;1;1
T0888-Discovery.pcapng;366;4;1;1
T0888-Discovery.pcapng;36650;4;1;1
T0888-Discovery.pcapng;453;4;1;1
T0888-Discovery.pcapng;451;4;0;1
T0822-InitialAccess.pcapng;402;4;0;1
T0888-Discovery_2.pcapng;50447;4;1;1
T0888-Discovery_2.pcapng;41742;4;1;1
T0888-Discovery_2.pcapng;45915;4;1;1
T0888-Discovery_2.pcapng;31939;4;1;1
T0888-Discovery_2.pcapng;5708;4;1;1
T0888-Discovery_2.pcapng;3547;4;1;1
T0888-Discovery_2.pcapng;30379;4;1;1
T0888-Discovery_2.pcapng;895;4;1;1
T0888-Discovery_2.pcapng;40063;4;1;1
T0888-Discovery_2.pcapng;382;4;1;1
T0888-Discovery_2.pcapng;29456;4;1;1
T0888-Discovery_2.pcapng;384;4;1;1
T0888-Discovery_2.pcapng;31767;4;1;1
T0888-Discovery_2.pcapng;408;4;1;1
T0842-Discovery.pcapng;17790;4;1;1
T0842-Discovery.pcapng;50447;4;1;1
T0842-Discovery.pcapng;37393;4;1;1
T0842-Discovery.pcapng;13360;4;1;1
T0842-Discovery.pcapng;491;4;1;1
T0842-Discovery.pcapng;41742;4;1;1
T0842-Discovery.pcapng;1418;4;1;1
T0842-Discovery.pcapng;1421;4;1;1
T0888-Discovery_3.pcapng;368;4;1;1
T0888-Discovery_3.pcapng;366;4;1;1
T0888-Discovery_3.pcapng;29456;4;1;1
T0888-Discovery_3.pcapng;17790;4;1;1
T0888-Discovery_3.pcapng;384;4;1;1
T0888-Discovery_3.pcapng;36650;4;1;1
T0888-Discovery_3.pcapng;453;4;1;1
T0888-Discovery_3.pcapng;1418;4;1;1
T0888-Discovery_3.pcapng;1421;4;1;1
T0822-InitialAccess_2.pcapng;44489;4;0;1
T0822-InitialAccess_2.pcapng;44484;4;0;1
T0822-InitialAccess_2.pcapng;44488;4;0;1
T0822-InitialAccess_2.pcapng;44487;4;0;1
T0822-InitialAccess_2.pcapng;2023997;4;0;1
T0831-Impact.pcapng;1111006;5;1;1
T0831-Impact.pcapng;1111007;5;1;1
T0814-InhibitResponseFunction.pcapng;1111006;5;1;1
T0814-InhibitResponseFunction.pcapng;1111007;5;1;1
T0814-InhibitResponseFunction_2.pcapng;1111007;5;1;1
T0814-InhibitResponseFunction_3.pcapng;1111007;5;1;1
T0877-Collection.pcapng;1111006;5;1;1
T0888-Discovery.pcapng;1111701;5;0;1
T0888-Discovery.pcapng;1111702;5;0;1
T0888-Discovery.pcapng;1111704;5;0;1
T0888-Discovery.pcapng;1111705;5;0;1
T0822-InitialAccess.pcapng;1111701;5;0;1
T0822-InitialAccess.pcapng;1111702;5;0;1
T0822-InitialAccess.pcapng;1111704;5;0;1
T0822-InitialAccess.pcapng;1111705;5;0;1
T0842-Discovery.pcapng;1111006;5;1;1
T0888-Discovery_3.pcapng;1111006;5;1;1
