app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
incomplete		483695	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483671	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483462	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483844	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483962	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483528	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483210	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483839	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483520	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483226	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483858	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483817	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483516	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483840	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483883	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483018	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483299	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483011	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484474	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483860	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485177	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485174	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483821	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483334	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483877	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483845	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483339	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484201	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485115	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483135	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483421	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483042	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483818	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485071	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483030	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483862	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484250	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484323	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485011	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483359	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483259	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485086	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483214	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483028	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483189	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483315	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483282	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483288	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483640	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485168	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485002	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484376	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		486455	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484932	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		486372	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484312	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483965	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484293	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485281	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485449	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484843	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485175	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484481	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484256	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485195	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483383	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484253	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483961	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483910	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484170	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483229	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483968	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484819	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484797	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484279	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483314	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484207	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484570	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484680	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483967	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483682	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484592	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483201	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483712	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484334	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483751	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484572	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484466	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484314	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484567	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484160	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485282	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485251	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484304	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483200	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483933	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		486345	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484501	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484534	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484173	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484275	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483319	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483809	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485224	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484180	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484264	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		486249	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484161	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483284	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485285	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483964	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483908	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483235	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483960	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484220	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		474441	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484605	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		486222	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484166	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484217	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484243	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484317	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484511	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483475	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484668	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484701	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485253	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484157	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485245	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483193	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		474140	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484235	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483906	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484274	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485238	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483929	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484239	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484213	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483296	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484677	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484273	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484289	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484219	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484200	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484537	unknown	1	tcp	10.200.1.252	10.50.1.52
