app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
incomplete		486791	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486838	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486589	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486602	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486824	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487584	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486759	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486920	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486709	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486622	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486822	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486493	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486789	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486632	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486909	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486732	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485748	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485710	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487373	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486899	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487648	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		488667	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		488618	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485745	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487776	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		488563	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		488485	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486735	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486601	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486340	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486343	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486404	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		488535	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486827	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487316	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486312	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486281	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		485595	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		486809	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		486825	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		486620	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486893	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		486747	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		484867	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486551	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486500	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486513	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486557	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		483780	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486771	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486568	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486185	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486892	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486708	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487750	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487498	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486567	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486733	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486612	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487579	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486509	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487452	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487511	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485969	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487540	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486773	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484863	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486766	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484297	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485961	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484966	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486590	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486621	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486564	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484303	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486484	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486755	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		488738	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487391	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487545	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487569	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487551	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485963	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484210	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487531	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487518	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484689	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487576	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486502	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486530	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485254	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487558	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486494	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486803	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486553	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		488515	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486489	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486796	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486604	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484872	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484301	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486597	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484849	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486625	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486519	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486716	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485839	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487488	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485784	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485856	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486518	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486525	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485947	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484319	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486563	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486491	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487566	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486005	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485216	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485964	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486718	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487547	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484265	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486685	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486486	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485905	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486616	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486867	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486923	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486060	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486690	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487434	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487466	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486603	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486481	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		486863	unknown	1	tcp	10.200.1.45	10.200.1.18
